date,station,weekly mean rainfall (mm),highest 30 min rainfall(mm),highest 60 min rainfall (mm),highest 120 min rainfall (mm),mean temperature,maximum temperature,minimum temperature
2015-10-31,Changi,4.228571428571429,3.6,4.6,4.6,28.0,33.6,21.9
2015-11-07,Changi,0.2571428571428571,1.4,1.4,1.4,28.12857142857143,32.9,25.0
2015-11-14,Changi,0.19999999999999998,1.4,1.4,1.4,28.114285714285717,33.4,25.5
2015-11-21,Changi,1.657142857142857,6.8,6.8,6.8,27.785714285714285,32.9,23.7
2015-11-28,Changi,4.057142857142857,13.2,18.0,22.8,27.8,33.6,24.2
2015-12-05,Changi,9.200000000000001,22.2,26.2,28.6,27.97142857142857,33.0,23.2
2015-12-12,Changi,16.685714285714287,18.0,26.0,39.2,27.657142857142855,32.7,22.5
2015-12-19,Changi,3.057142857142857,7.8,8.2,8.2,27.557142857142857,32.1,23.9
2015-12-26,Changi,10.085714285714287,24.6,31.6,39.0,27.971428571428568,33.1,22.8
2016-01-02,Changi,11.64,21.0,23.0,24.4,27.48,32.5,23.8
2016-01-09,Changi,2.628571428571429,3.8,6.0,9.0,28.02857142857143,32.4,24.5
2016-01-16,Changi,2.5714285714285716,10.4,11.4,12.2,28.599999999999998,32.8,25.6
2016-01-23,Changi,5.628571428571428,24.6,29.4,31.4,28.32857142857143,32.5,23.8
2016-01-30,Changi,1.3714285714285714,2.4,2.4,2.8,28.614285714285717,32.8,25.0
2016-02-06,Changi,1.8,5.2,6.8,9.2,28.442857142857143,32.7,24.9
2016-02-13,Changi,3.914285714285714,7.2,9.6,10.0,27.400000000000002,32.1,24.2
2016-02-20,Changi,10.6,17.0,21.2,23.2,27.7,32.4,23.8
2016-02-27,Changi,10.257142857142856,24.4,44.6,55.4,27.714285714285715,31.9,23.3
2016-03-05,Changi,0.05714285714285715,0.2,0.4,0.4,28.5,32.2,26.0
2016-03-12,Changi,0.31428571428571433,1.0,1.2,1.4,28.928571428571427,33.8,26.4
2016-03-19,Changi,0.34285714285714286,2.4,2.4,2.4,28.942857142857143,33.8,25.4
2016-03-26,Changi,0.17142857142857143,1.0,1.0,1.0,29.085714285714285,34.1,25.7
2016-04-02,Changi,0.0,0.0,0.0,0.0,29.557142857142857,34.4,26.5
2016-04-09,Changi,2.142857142857143,7.6,7.6,7.6,29.17142857142857,34.4,25.9
2016-04-16,Changi,3.4,9.4,9.4,9.4,29.599999999999998,35.0,25.6
2016-04-23,Changi,0.08571428571428573,0.4,0.4,0.4,30.02857142857143,34.8,27.2
2016-04-30,Changi,7.2,12.2,14.2,14.2,28.885714285714283,33.8,25.3
2016-05-07,Changi,0.08571428571428572,0.6,0.6,0.6,29.82857142857143,34.6,26.7
2016-05-14,Changi,3.6,10.6,11.0,15.8,29.414285714285715,34.5,25.1
2016-05-21,Changi,14.257142857142856,40.8,42.0,53.6,28.87142857142857,34.3,24.7
2016-05-28,Changi,8.171428571428573,20.2,21.2,29.8,29.24285714285714,33.2,23.9
2016-06-04,Changi,2.2285714285714286,8.6,9.0,10.0,28.385714285714283,32.5,25.0
2016-06-11,Changi,2.9428571428571426,11.2,14.4,15.8,28.8,32.7,25.1
2016-06-18,Changi,9.6,25.2,33.8,34.6,28.0,32.1,24.2
2016-06-25,Changi,10.0,43.8,52.4,56.8,28.285714285714285,32.9,22.5
2016-07-02,Changi,0.1142857142857143,0.4,0.6,0.8,29.585714285714285,33.4,25.9
2016-07-09,Changi,0.9142857142857144,4.4,4.4,4.4,29.7,33.4,24.3
2016-07-16,Changi,0.7714285714285715,1.6,1.6,1.6,28.442857142857143,33.4,25.1
2016-07-23,Changi,21.37142857142857,33.6,39.8,53.8,27.185714285714287,33.3,22.5
2016-07-30,Changi,0.4571428571428572,0.6,1.2,1.4,28.0,31.9,24.2
2016-08-06,Changi,5.428571428571429,21.6,22.2,22.2,28.25714285714286,32.7,22.1
2016-08-13,Changi,1.0,3.6,3.6,3.6,29.32857142857143,32.8,25.2
2016-08-20,Changi,1.9428571428571428,7.8,9.2,10.8,29.285714285714285,32.9,22.7
2016-08-27,Changi,8.914285714285715,23.2,29.8,30.6,28.842857142857145,33.8,22.9
2016-09-03,Changi,3.685714285714286,10.2,10.2,10.2,28.3,32.3,24.5
2016-09-10,Changi,4.257142857142857,9.4,12.2,12.6,28.12857142857143,33.0,22.9
2016-09-17,Changi,7.542857142857143,12.6,15.8,17.0,27.985714285714288,32.3,22.7
2016-09-24,Changi,3.642857142857143,9.8,14.0,15.4,28.37142857142857,33.6,22.6
2016-10-01,Changi,1.0285714285714287,6.2,6.8,7.0,28.62857142857143,34.4,24.3
2016-10-08,Changi,14.0,53.4,73.8,75.4,28.142857142857142,33.9,21.6
2016-10-15,Changi,0.2571428571428572,1.4,1.4,1.4,29.514285714285712,34.6,24.3
2016-10-22,Changi,4.6571428571428575,17.2,19.6,20.4,28.75714285714286,32.9,22.7
2016-10-29,Changi,6.885714285714286,12.8,12.8,13.0,27.071428571428573,32.4,23.3
2016-11-05,Changi,8.571428571428571,17.8,23.0,25.0,27.542857142857144,33.0,23.6
2016-11-12,Changi,13.000000000000002,24.4,45.2,50.8,27.571428571428573,32.6,23.3
2016-11-19,Changi,18.142857142857142,34.0,52.8,58.2,27.085714285714285,31.7,22.7
2016-11-26,Changi,1.6857142857142855,1.8,2.2,3.6,27.75714285714286,32.2,25.1
2016-12-03,Changi,3.057142857142857,8.0,11.6,12.0,27.114285714285717,32.2,24.3
2016-12-10,Changi,14.257142857142858,31.8,32.8,33.4,27.97142857142857,33.1,24.2
2016-12-17,Changi,5.685714285714285,19.6,20.4,20.6,27.87142857142857,33.6,23.0
2016-12-24,Changi,16.6,30.6,43.0,67.2,27.428571428571427,33.4,23.3
2016-12-31,Changi,2.314285714285714,4.2,8.2,8.4,26.614285714285717,32.0,23.4
2017-01-07,Changi,0.6857142857142857,2.4,2.8,2.8,27.457142857142856,32.9,23.5
2017-01-14,Changi,4.371428571428571,23.4,24.0,24.0,27.785714285714285,33.7,21.8
2017-01-21,Changi,6.6571428571428575,13.8,15.8,16.6,26.74285714285714,32.3,23.5
2017-01-28,Changi,16.085714285714285,26.8,30.6,30.8,26.02857142857143,30.8,23.0
2017-02-04,Changi,6.428571428571429,17.0,22.8,24.8,26.714285714285715,32.1,24.5
2017-02-11,Changi,7.771428571428571,22.2,23.4,23.4,26.928571428571427,32.4,23.5
2017-02-18,Changi,3.457142857142857,5.4,7.4,9.8,26.557142857142857,30.5,22.6
2017-02-25,Changi,4.971428571428571,10.0,16.6,21.0,27.099999999999998,31.6,23.6
2017-03-04,Changi,7.3428571428571425,6.2,7.4,8.6,26.585714285714285,30.8,22.9
2017-03-11,Changi,0.0,0.0,0.0,0.0,27.228571428571428,31.6,24.5
2017-03-18,Changi,0.0,0.0,0.0,0.0,27.7,33.3,24.5
2017-03-25,Changi,3.114285714285714,8.8,9.2,14.2,27.97142857142857,32.8,24.1
2017-04-01,Changi,10.714285714285714,20.2,27.0,28.8,27.157142857142855,33.3,23.6
2017-04-08,Changi,6.6,28.0,33.8,36.0,27.87142857142857,34.4,22.9
2017-04-15,Changi,5.828571428571428,8.2,15.0,20.0,27.771428571428572,32.4,23.1
2017-04-22,Changi,4.314285714285714,10.0,11.6,16.8,28.157142857142855,32.9,23.6
2017-04-29,Changi,12.228571428571428,28.2,39.4,42.2,27.428571428571427,32.1,22.8
2017-05-06,Changi,2.6285714285714286,8.0,8.0,8.0,28.571428571428573,32.7,24.8
2017-05-13,Changi,4.571428571428571,11.2,13.4,15.8,28.24285714285714,32.4,24.8
2017-05-20,Changi,1.2285714285714284,3.8,3.8,4.0,29.071428571428573,32.5,25.6
2017-05-27,Changi,10.542857142857143,23.4,26.6,27.2,28.042857142857144,32.2,23.6
2017-06-03,Changi,9.542857142857143,26.0,41.4,43.4,28.557142857142857,32.8,23.6
2017-06-10,Changi,0.0,0.0,0.0,0.0,29.571428571428573,32.7,26.6
2017-06-17,Changi,1.2,7.2,8.0,8.0,28.714285714285715,33.0,25.4
2017-06-24,Changi,9.085714285714285,20.0,26.8,28.2,27.87142857142857,32.3,22.2
2017-07-01,Changi,3.685714285714286,13.6,20.2,22.8,27.771428571428572,32.0,23.5
2017-07-08,Changi,4.6000000000000005,9.0,15.2,21.6,27.957142857142856,31.6,23.5
2017-07-15,Changi,6.485714285714287,13.4,19.4,21.2,27.12857142857143,31.8,23.7
2017-07-22,Changi,0.0,0.0,0.0,0.0,28.62857142857143,31.9,26.2
2017-07-29,Changi,0.34285714285714286,2.2,2.2,2.4,29.085714285714285,32.3,24.9
2017-08-05,Changi,0.2285714285714286,1.6,1.6,1.6,29.25714285714286,33.0,27.1
2017-08-12,Changi,2.914285714285714,5.2,6.2,7.0,27.857142857142858,32.2,24.3
2017-08-19,Changi,7.0857142857142845,23.4,28.8,29.4,27.557142857142857,32.0,23.7
2017-08-26,Changi,0.9142857142857144,4.6,5.0,5.2,28.414285714285715,32.0,24.5
2017-09-02,Changi,0.8857142857142858,3.2,3.2,3.2,28.057142857142857,32.2,25.4
2017-09-09,Changi,4.8,11.6,12.8,15.0,28.02857142857143,31.8,24.4
2017-09-16,Changi,5.285714285714286,15.0,18.4,18.8,28.114285714285717,32.4,22.3
2017-09-23,Changi,5.6571428571428575,8.2,9.4,14.2,27.557142857142857,32.1,23.7
2017-09-30,Changi,2.142857142857143,7.4,7.8,8.2,27.857142857142858,31.9,23.8
2017-10-07,Changi,2.2285714285714286,5.8,6.4,7.0,27.5,33.2,24.5
2017-10-14,Changi,10.0,29.8,31.0,31.0,27.7,32.7,23.5
2017-10-21,Changi,0.05714285714285715,0.2,0.2,0.2,29.3,34.6,26.1
2017-10-28,Changi,3.4285714285714284,10.0,10.4,10.4,27.657142857142855,33.8,24.4
2017-11-04,Changi,2.857142857142857,8.0,8.2,8.2,27.114285714285717,31.8,23.5
2017-11-11,Changi,15.857142857142858,28.0,34.0,36.8,26.585714285714285,31.6,23.1
2017-11-18,Changi,14.485714285714286,20.2,27.4,30.6,27.185714285714287,32.3,23.1
2017-11-25,Changi,4.628571428571428,8.6,8.6,9.4,27.085714285714285,32.5,23.3
2017-12-02,Changi,2.685714285714286,7.6,9.2,13.2,27.37142857142857,33.5,24.6
2017-12-09,Changi,7.771428571428571,8.6,13.6,20.2,27.157142857142855,32.2,23.4
2017-12-16,Changi,19.857142857142858,46.2,61.0,65.2,26.82857142857143,31.9,23.2
2017-12-23,Changi,8.057142857142857,32.4,43.6,49.6,27.24285714285714,32.4,23.5
2017-12-30,Changi,8.142857142857142,13.0,13.0,19.2,26.714285714285715,31.2,23.5
2018-01-06,Changi,6.033333333333334,6.0,11.6,13.4,25.96666666666667,31.1,23.6
2018-01-13,Changi,19.97142857142857,24.4,35.0,45.4,24.985714285714288,31.4,22.2
2018-01-20,Changi,4.8,18.6,22.4,22.4,26.057142857142857,32.1,21.3
2018-01-27,Changi,3.114285714285714,5.6,6.0,6.6,26.900000000000002,32.7,24.6
2018-02-03,Changi,9.799999999999999,27.2,34.0,39.6,26.942857142857143,33.2,21.8
2018-02-10,Changi,0.08571428571428572,0.2,0.2,0.4,26.514285714285712,30.6,23.5
2018-02-17,Changi,0.028571428571428574,0.2,0.2,0.2,27.142857142857142,32.2,24.1
2018-02-24,Changi,0.14285714285714285,0.6,0.8,0.8,27.642857142857142,33.3,24.6
2018-03-03,Changi,0.4571428571428572,2.6,2.6,2.6,27.914285714285715,33.9,25.1
2018-03-10,Changi,3.0857142857142854,7.0,10.8,10.8,27.75714285714286,33.4,23.9
2018-03-17,Changi,0.0,0.0,0.0,0.0,28.37142857142857,34.2,25.2
2018-03-24,Changi,0.0,0.0,0.0,0.0,28.67142857142857,34.0,25.3
2018-03-31,Changi,2.8285714285714287,4.4,5.0,5.0,27.0,33.7,23.6
2018-04-07,Changi,0.8571428571428571,3.8,3.8,3.8,28.37142857142857,33.8,25.1
2018-04-14,Changi,0.05714285714285715,0.4,0.4,0.4,29.114285714285717,34.4,26.1
2018-04-21,Changi,2.3714285714285714,7.4,8.4,9.8,28.02857142857143,34.3,24.6
2018-04-28,Changi,4.8,12.0,13.8,14.0,28.2,35.0,22.6
2018-05-05,Changi,3.742857142857143,14.0,14.2,14.2,28.785714285714285,33.5,23.6
2018-05-12,Changi,0.028571428571428574,0.2,0.2,0.2,29.842857142857145,34.2,26.3
2018-05-19,Changi,1.5999999999999999,3.0,3.6,5.0,28.599999999999998,34.0,24.6
2018-05-26,Changi,6.771428571428572,14.2,17.6,18.2,28.214285714285715,33.1,24.0
2018-06-02,Changi,17.54285714285714,31.4,40.6,46.0,27.714285714285715,32.4,22.9
2018-06-09,Changi,0.5999999999999999,3.8,3.8,3.8,29.599999999999998,33.4,24.2
2018-06-16,Changi,1.6285714285714286,6.2,6.2,6.4,29.142857142857142,33.1,23.6
2018-06-23,Changi,4.685714285714285,18.0,20.2,20.2,28.099999999999998,32.7,23.6
2018-06-30,Changi,9.028571428571428,15.0,28.0,30.8,27.057142857142857,31.5,23.0
2018-07-07,Changi,9.37142857142857,19.4,28.4,32.2,28.02857142857143,31.7,23.1
2018-07-14,Changi,4.714285714285714,19.2,19.2,19.2,28.428571428571427,32.3,23.7
2018-07-21,Changi,4.942857142857143,16.2,23.6,24.8,28.62857142857143,31.9,21.9
2018-07-28,Changi,0.7428571428571429,3.0,5.2,5.2,29.042857142857144,33.0,24.9
2018-08-04,Changi,5.171428571428572,21.8,25.2,25.4,27.914285714285715,32.4,24.0
2018-08-11,Changi,1.2857142857142858,5.6,5.8,6.0,28.414285714285715,33.0,21.9
2018-08-18,Changi,0.42857142857142855,2.2,2.2,2.2,29.3,33.0,24.9
2018-08-25,Changi,10.285714285714286,22.8,22.8,22.8,28.25714285714286,33.2,22.5
2018-09-01,Changi,0.8857142857142858,5.6,6.0,6.0,28.457142857142856,32.7,24.8
2018-09-08,Changi,12.714285714285714,25.4,31.8,34.8,27.114285714285717,31.9,21.4
2018-09-15,Changi,2.685714285714286,15.0,15.2,15.2,27.928571428571427,32.0,23.3
2018-09-22,Changi,5.228571428571429,16.0,25.0,26.0,27.557142857142857,32.0,23.7
2018-09-29,Changi,0.0,0.0,0.0,0.0,29.071428571428573,33.0,25.3
2018-10-06,Changi,1.2571428571428573,8.6,8.8,8.8,29.47142857142857,34.5,25.3
2018-10-13,Changi,26.314285714285713,31.6,47.4,56.2,26.82857142857143,32.5,22.5
2018-10-20,Changi,4.428571428571428,8.8,9.2,9.2,27.52857142857143,33.3,23.4
2018-10-27,Changi,0.6285714285714287,3.6,3.6,3.6,28.114285714285717,32.8,25.1
2018-11-03,Changi,2.0571428571428574,4.2,4.2,4.6,27.342857142857145,32.9,24.5
2018-11-10,Changi,3.8000000000000003,6.8,10.0,11.4,27.457142857142856,32.7,23.6
2018-11-17,Changi,5.914285714285714,13.4,16.4,18.2,27.228571428571428,32.5,22.4
2018-11-24,Changi,7.314285714285715,19.4,19.8,20.6,27.157142857142855,33.4,22.8
2018-12-01,Changi,7.0,13.4,13.4,13.4,27.457142857142856,32.0,23.9
2018-12-08,Changi,1.6285714285714283,3.0,3.2,3.2,27.485714285714288,32.3,24.9
2018-12-15,Changi,4.800000000000002,18.8,24.2,30.8,27.185714285714287,31.9,23.9
2018-12-22,Changi,9.0,24.4,33.0,42.6,27.5,32.7,23.6
2018-12-29,Changi,0.14285714285714285,0.6,0.6,0.6,28.271428571428572,33.8,24.7
2019-01-05,Changi,28.3,21.4,25.6,32.2,27.55,33.8,24.8
2019-01-12,Changi,0.9142857142857143,3.2,3.2,3.4,28.400000000000002,32.6,24.7
2019-01-19,Changi,7.771428571428572,8.8,13.4,23.0,27.457142857142856,32.6,23.5
2019-01-26,Changi,0.2857142857142857,1.4,1.4,1.4,27.67142857142857,32.2,25.0
2019-02-02,Changi,0.14285714285714285,0.4,0.4,0.4,27.74285714285714,32.4,25.2
2019-02-09,Changi,0.0,0.0,0.0,0.0,28.37142857142857,34.1,24.7
2019-02-16,Changi,0.0,0.0,0.0,0.0,28.271428571428572,33.6,24.6
2019-02-23,Changi,4.457142857142857,11.6,13.4,13.4,27.957142857142856,33.5,21.9
2019-03-02,Changi,0.028571428571428574,0.2,0.2,0.2,28.357142857142858,33.6,25.1
2019-03-09,Changi,0.0,0.0,0.0,0.0,28.74285714285714,34.3,24.6
2019-03-16,Changi,3.857142857142857,18.4,25.2,25.8,28.585714285714285,34.8,22.3
2019-03-23,Changi,1.2571428571428573,8.6,8.8,8.8,28.814285714285713,34.5,23.1
2019-03-30,Changi,5.2,25.8,28.8,29.0,28.785714285714285,34.5,22.9
2019-04-06,Changi,8.142857142857142,12.0,22.6,27.4,28.057142857142857,33.7,22.7
2019-04-13,Changi,5.314285714285715,29.4,30.6,30.6,28.62857142857143,33.4,23.6
2019-04-20,Changi,3.057142857142857,16.0,19.0,19.2,29.228571428571428,34.5,25.0
2019-04-27,Changi,8.371428571428572,19.4,32.0,45.0,28.514285714285712,33.7,24.0
2019-05-04,Changi,0.6571428571428571,3.8,3.8,3.8,29.099999999999998,34.5,25.0
2019-05-11,Changi,5.028571428571429,10.8,11.0,11.0,29.37142857142857,34.7,22.9
2019-05-18,Changi,2.6,0.8,1.0,1.4,29.228571428571428,33.1,22.8
2019-05-25,Changi,0.8857142857142858,6.0,6.0,6.0,29.02857142857143,33.5,25.8
2019-06-01,Changi,0.7714285714285715,1.8,3.4,4.0,29.3,33.2,25.2
2019-06-08,Changi,9.485714285714286,15.2,18.6,28.6,27.685714285714287,32.8,24.2
2019-06-15,Changi,3.742857142857143,10.4,13.2,14.6,28.9,33.0,23.6
2019-06-22,Changi,8.885714285714286,21.2,27.4,28.0,28.099999999999998,32.4,23.3
2019-06-29,Changi,2.7142857142857144,15.2,16.2,16.8,28.957142857142856,32.5,23.9
2019-07-06,Changi,0.05714285714285715,0.2,0.2,0.2,29.24285714285714,33.2,26.8
2019-07-13,Changi,0.2571428571428571,1.2,1.4,1.4,28.942857142857143,32.9,24.8
2019-07-20,Changi,0.37142857142857144,1.8,2.0,2.0,28.942857142857143,32.7,23.9
2019-07-27,Changi,0.9428571428571428,4.0,5.4,6.4,28.74285714285714,33.0,24.2
2019-08-03,Changi,0.1142857142857143,0.6,0.6,0.8,29.385714285714283,33.4,26.7
2019-08-10,Changi,0.5714285714285714,2.0,2.2,2.4,29.157142857142855,32.6,27.2
2019-08-17,Changi,0.0,0.0,0.0,0.0,29.571428571428573,33.3,27.2
2019-08-24,Changi,0.0,0.0,0.0,0.0,29.5,34.0,27.1
2019-08-31,Changi,1.1142857142857143,3.2,3.8,3.8,28.142857142857142,33.2,24.5
2019-09-07,Changi,0.0,0.0,0.0,0.0,29.428571428571427,33.8,24.7
2019-09-14,Changi,0.0,0.0,0.0,0.0,29.271428571428572,33.8,27.0
2019-09-21,Changi,0.0,0.0,0.0,0.0,29.185714285714287,33.9,26.4
